arg_struc_cxn	roleset
arg0(np)-v(v)-arg2(np)-arg1(np)	deal.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	express.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	increase.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	assist.01
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	infuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	kill.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	obtain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	squeeze.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	say.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	express.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sacrifice.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	entertain.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	close.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	obtain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce.02
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	conform.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dismiss.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	liberate.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	block.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	flip.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	heat.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	plunge.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	cram.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	block.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	tie.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	steal.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	draw.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	trace.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	drag.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	trace.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	brief.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	battle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attract.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	subject.01
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	owe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	indict.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extort.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	muscle.01
arg0(np)-v(v)-arg2(np)-arg1(np)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	jail.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lower.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	seek.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	appeal.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dip.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	harm.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deter.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	seek.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	acquire.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	catapult.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hurl.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	talk.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	exclude.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	oust.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	loan.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	advise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	outsell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	alternate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	praise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign.02
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	initiate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drag.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	equate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	refund.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	administer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	enhance.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01
arg0(np)-v(v)-arg2(np)-arg1(np)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lord.01
arg0(np)-v(v)-arg2(np)-arg1(np)	do.02
arg0(np)-v(v)-arg2(np)-arg1(np)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	flash.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sign.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	raise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	clear.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	exceed.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	build.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	merge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lock.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	seek.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	return.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	license.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	draw.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	defend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	portray.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transplant.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	license.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	supply.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dissuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drop.05
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	approve.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	elect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deny.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	draw.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	price.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	value.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	design.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	draw.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	limit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	shave.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	change.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	raise.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	reset.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	signal.07
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg2(np)-arg1(np)	teach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drag.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tangle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sprinkle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	build.02
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drag.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prefer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	require.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	commit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buffer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	castigate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	distract.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deter.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	impose.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attribute.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	recover.02
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	protect.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	fill.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	incur.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	reap.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	base.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	pit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	renounce.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	import.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	investigate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discourage.01
arg0(np)-v(v)-arg2(np)-arg1(np)	ask.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	browbeat.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	expose.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	execute.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	execute.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	notify.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	return.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	tie.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	intermix.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	donate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	work.07
arg0(np)-v(v)-arg1(np)-arg2(pp)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	award.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	draw.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg2(np)-arg1(np)	deliver.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pull.06
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	promote.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	propel.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	inherit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	inherit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transform.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	predispose.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sue.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	halt.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	level.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	preclude.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	export.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	connect.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	miss.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	shock.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	value.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	form.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	acquire.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	file.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	summon.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	budget.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	castigate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	name.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	return.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	inform.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prescribe.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	yank.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	rank.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	derive.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	handle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	exonerate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	thrust.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bully.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lose.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	stun.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	collect.01
arg0(np)-v(v)-arg2(np)-arg1(np)	fine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	succeed.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	depict.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	summon.01
