arg_struc_cxn	roleset
arg1(np)-arg0(np)-v(v)-arg2(pp)	learn.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	wed.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	establish.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	ascribe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	base.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pull.01
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-arg2(pp)-v(v)-arg1(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tangle.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	dress.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	redefine.01
arg0(np)-v(v)-arg1(c("np", "np"))-arg2(pp)	place.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	empower.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	change.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deal.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(v)	send.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hang.01
arg0(np)-v(v)-arg1(np)-arg2(rp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	scare.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	take.03
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	free.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg2(np)-arg1(np)	owe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	thank.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	confer.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(pp)	pass.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(rb)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	exclude.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	leave.15
arg0(np)-v(v)-arg1(np)-arg2(vp)	leave.15
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	take.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	take.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	throw.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	commit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	divide.02
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	base.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	nominate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	sling.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	divide.02
arg1(np)-arg0(np)-v(v)-arg2(np)	feed.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	familiarize.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	ask.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	hire.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tutor.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	mesh.01
arg0(np)-v(v)-arg2(np)-arg1(np)	save.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	put.03
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	devote.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	shift.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	integrate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	set.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(np)-arg1(np)	teach.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	catch.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	exchange.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg2(pp)-arg0(np)-v(v)-arg1(np)	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	seduce.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg1(np)-arg0(np)-v(v)-arg2(pp)	assign.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	transfer.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	recover.02
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	do.02
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	fill.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	dispatch.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	hail.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	weigh.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02
v(v)-arg1(np)-arg2(pp)-arg0(np)	write.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	impress.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pass.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	commend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	praise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compliment.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	rob.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	open.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	extend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02
arg0(np)-v(v)-arg1(np)-arg2(s)	inform.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	hire.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	hire.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	convey.01
arg0(np)-v(v)-arg1(np)-arg2(nn)	make.19
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(s)	inform.01
arg1(np)-arg0(np)-v(v)-arg2(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(rp)	roll.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attract.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	attract.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	send.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.04
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.19
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	post.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	encourage.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	assist.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	gain.02
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	level.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	criticize.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	assure.01
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05
arg2(pp)-arg0(np)-v(v)-arg1(np)	use.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	solve.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	shed.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg2(pp)-arg0(np)-v(v)-arg1(np)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-arg2(wrb)-v(v)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	lavish.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	appraise.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	convert.01
arg0(np)-v(v)-arg2(pp)-arg1(np)	take.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	take.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	close.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03
arg0(np)-arg2(rb)-v(v)-arg1(np)	display.01
arg0(np)-v(v)-arg1(np)-arg2(rb)	view.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	extol.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(np)-arg1(np)	hand.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	investigate.01
arg0(np)-v(v)-arg1(np)-arg2(sbar)	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	report.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard.01
arg0(np)-v(v)-arg1(np)-arg2(np)	appoint.01
v(v)-arg2(np)-arg1(np)-arg0(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02
arg0(np)-v(v)-arg2(in)-arg1(np)	breathe.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	shape.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	immerse.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01
arg0(np)-v(v)-arg2(np)-arg1(np)	save.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	blind.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	open.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	target.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01
arg0(np)-v(v)-arg1(np)-arg2(adjp)	set.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	plate.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	include.01
arg1(np)-arg0(np)-v(v)-arg2(np)	owe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bill.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	divide.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	hurt.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	include.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	scatter.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	install.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(rb)	install.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	position.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
v(v)-arg1(np)-arg2(pp)-arg0(np)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	rush.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	credit.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bury.01
arg0(np)-v(v)-arg1(np)-arg2(advp)	take.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	combine.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	produce.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	examine.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	polish.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	imagine.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	tap.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	tap.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	carve.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	hold.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	prevent.01
arg2(c("s", "vp"))-arg0(np)-v(v)-arg1(np)	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	mix.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg2(wrb)-arg0(np)-v(v)-arg1(np)	regard.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	turn.02
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01
arg0(np)-v(v)-arg2(np)-arg1(np)	sing.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	elicit.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(vp)	leave.12
v(v)-arg2(np)-arg1(np)-arg0(np)	give.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12
arg0(np)-v(v)-arg1(np)-arg2(jj)	call.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	regard.01
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	force.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01
arg0(np)-v(v)-arg2(rp)-arg1(np)	put.01
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.11
arg0(np)-v(v)-arg1(np)-arg2(pp)	cut.02
arg0(np)-v(v)-arg1(np)-arg2(advp)	move.01
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01
